record_id,equipment_id,equipment_type,operating_hours,engine_temperature_C,vibration_level,oil_pressure_bar,fuel_rate_L_per_hr,load_tons,ambient_temperature_C,failure
331,EQ0195,Haul Truck,698,87.8,0.615,3.39,40.1,77.0,29.76,0
332,EQ0145,Drill,9283,91.69,0.715,3.36,42.74,110.9,36.61,0
333,EQ0128,Drill,3141,97.29,0.62,3.27,24.76,147.4,25.05,0
334,EQ0033,Crusher,8260,93.49,0.638,3.09,31.41,127.7,25.84,0
335,EQ0176,Excavator,6491,102.51,0.638,3.28,39.27,83.9,32.72,0
336,EQ0187,Drill,7387,82.76,0.583,3.43,44.11,184.6,25.36,0
337,EQ0115,Excavator,166,83.05,0.329,2.64,41.46,139.5,31.58,0
338,EQ0119,Drill,8223,96.45,0.755,3.15,44.48,143.3,35.1,0
339,EQ0022,Crusher,2850,91.07,0.771,2.91,31.37,158.6,33.21,1
340,EQ0158,Loader,8761,89.98,0.465,2.45,27.29,70.8,18.53,0
341,EQ0038,Crusher,6906,80.86,0.444,3.36,40.68,92.7,25.95,0
342,EQ0109,Haul Truck,6529,95.16,0.592,2.72,30.17,144.7,29.69,0
343,EQ0051,Drill,8223,94.58,0.583,2.25,33.08,95.7,26.54,0
344,EQ0182,Haul Truck,1731,100.23,0.47,2.73,47.46,111.7,28.48,0
345,EQ0008,Haul Truck,6552,95.55,0.312,2.6,41.51,117.7,29.77,0
346,EQ0027,Excavator,874,93.94,0.546,3.51,35.45,81.7,24.84,0
347,EQ0027,Drill,6207,104.42,0.583,3.08,34.42,109.2,26.84,0
348,EQ0021,Haul Truck,7904,84.5,0.609,3.69,44.97,147.4,20.91,0
349,EQ0030,Loader,9778,99.29,0.552,2.67,41.7,141.9,25.13,1
350,EQ0097,Haul Truck,4119,81.63,0.459,3.44,30.28,153.4,18.84,0
351,EQ0028,Loader,1029,88.29,0.649,4.42,24.42,150.3,28.7,0
352,EQ0111,Excavator,3112,85.3,0.51,3.18,55.05,132.2,26.84,0
353,EQ0192,Haul Truck,5124,101.26,0.43,3.43,30.22,129.8,22.51,0
354,EQ0197,Crusher,6364,94.48,0.473,3.35,44.22,127.6,38.71,0
355,EQ0061,Excavator,8073,94.89,0.238,2.29,52.09,101.2,26.53,1
356,EQ0048,Loader,9797,86.15,0.473,3.29,41.18,89.1,29.72,0
357,EQ0147,Excavator,4829,92.6,0.603,3.15,35.2,99.3,24.17,0
358,EQ0004,Haul Truck,8061,88.89,0.551,2.87,28.59,110.2,25.51,1
359,EQ0035,Drill,2919,98.07,0.728,2.56,28.48,100.3,29.95,0
360,EQ0192,Drill,6755,87.07,0.461,3.35,43.01,132.4,26.01,0
361,EQ0049,Loader,1284,105.64,0.573,2.51,51.61,126.1,28.02,0
362,EQ0017,Loader,8580,81.6,0.619,4.07,36.84,129.3,32.84,0
363,EQ0172,Drill,6443,88.55,0.851,3.06,35.55,130.5,24.89,1
364,EQ0158,Loader,627,108.42,0.522,2.39,45.58,155.9,20.01,0
365,EQ0046,Excavator,1016,91.52,0.343,2.74,34.51,119.7,18.84,0
366,EQ0117,Crusher,3674,84.48,0.627,2.86,42.2,150.3,36.63,0
367,EQ0006,Crusher,3419,96.75,0.78,4.21,40.33,135.5,33.59,0
368,EQ0099,Excavator,1506,91.2,0.452,2.56,36.72,153.9,31.93,0
369,EQ0124,Crusher,1341,88.31,0.626,2.94,39.88,168.4,25.38,0
370,EQ0037,Haul Truck,5306,86.23,0.684,2.73,54.11,137.3,20.0,0
371,EQ0024,Excavator,7349,117.15,0.653,3.25,44.84,123.1,26.31,1
372,EQ0093,Loader,3233,92.99,0.519,2.74,48.74,122.9,27.44,0
373,EQ0046,Excavator,898,79.6,0.395,2.43,32.65,105.9,21.21,0
374,EQ0181,Drill,1623,106.95,0.488,2.9,48.77,104.9,19.18,1
375,EQ0095,Loader,7309,99.89,0.569,2.85,45.11,147.1,17.62,0
376,EQ0099,Drill,5028,88.87,0.636,2.7,28.0,91.1,31.94,0
377,EQ0188,Loader,2988,87.54,0.55,2.73,44.32,168.4,20.77,0
378,EQ0116,Crusher,2790,100.39,0.443,3.59,35.89,115.4,29.86,0
379,EQ0191,Excavator,4191,93.02,0.583,2.84,27.63,205.9,25.61,0
380,EQ0160,Haul Truck,7382,79.59,0.629,2.43,41.04,99.2,31.54,0
381,EQ0161,Loader,9533,109.3,0.557,2.77,44.31,127.5,30.01,1
382,EQ0067,Loader,6349,91.53,0.375,3.03,41.21,109.4,26.61,0
383,EQ0128,Drill,790,106.96,0.473,2.33,39.13,96.2,28.78,0
384,EQ0018,Crusher,8819,105.23,0.642,3.81,37.36,151.9,27.34,0
385,EQ0025,Drill,1595,86.99,0.293,3.43,59.73,86.8,24.31,0
386,EQ0054,Drill,992,103.27,0.186,3.72,30.54,99.7,33.88,0
387,EQ0058,Crusher,8678,89.79,0.726,3.2,46.98,137.6,25.46,1
388,EQ0067,Haul Truck,9541,80.07,0.577,1.95,40.12,142.3,27.48,1
389,EQ0104,Drill,5973,91.6,0.591,3.77,33.16,78.2,19.51,0
390,EQ0174,Drill,4603,98.18,0.338,2.57,39.61,137.5,29.64,0
391,EQ0024,Loader,997,91.3,0.611,2.61,28.86,123.9,24.34,0
392,EQ0114,Crusher,810,92.54,0.541,3.08,35.24,92.5,25.14,0
393,EQ0032,Excavator,3795,104.15,0.262,3.69,39.62,96.3,22.96,0
394,EQ0175,Haul Truck,2786,95.85,0.714,3.53,27.59,59.0,27.26,0
395,EQ0086,Haul Truck,7288,88.25,0.524,3.45,44.05,171.5,15.96,0
396,EQ0151,Crusher,5878,100.62,0.441,2.84,32.29,150.5,32.09,0
397,EQ0194,Loader,7868,96.58,0.443,2.84,28.39,81.3,27.77,0
398,EQ0127,Loader,5113,74.83,0.198,3.17,31.36,144.0,25.2,0
399,EQ0155,Crusher,4612,98.43,0.589,2.93,57.41,102.8,18.71,0
400,EQ0130,Loader,515,98.13,0.539,3.44,24.18,147.4,30.6,0
401,EQ0017,Haul Truck,9763,95.16,0.471,3.42,43.49,105.1,24.19,0
402,EQ0104,Haul Truck,4280,102.13,0.692,3.3,33.99,109.1,35.84,0
403,EQ0161,Excavator,4362,89.62,0.292,1.74,37.2,111.3,30.92,0
404,EQ0137,Crusher,2615,97.69,0.41,3.06,44.83,100.3,37.21,0
405,EQ0043,Drill,9387,82.46,0.372,2.95,44.44,162.0,28.82,0
406,EQ0176,Drill,9101,98.26,0.458,3.08,34.55,147.0,34.47,0
407,EQ0039,Excavator,5740,110.62,0.51,2.62,29.14,123.3,30.78,1
408,EQ0170,Excavator,6716,87.04,0.565,2.34,44.98,150.7,25.29,0
409,EQ0026,Loader,1092,88.92,0.448,3.23,44.42,71.2,29.12,0
410,EQ0099,Excavator,9573,89.32,0.368,2.82,37.72,83.1,23.0,0
411,EQ0050,Excavator,4470,96.04,0.753,3.29,43.54,134.2,40.41,1
412,EQ0153,Drill,1873,86.5,0.862,2.66,36.43,142.1,27.39,1
413,EQ0152,Loader,3661,98.37,0.521,3.71,33.38,128.4,28.16,0
414,EQ0013,Excavator,3916,101.77,0.386,3.5,40.03,63.5,30.34,0
415,EQ0060,Excavator,6733,99.27,0.721,3.15,44.15,88.1,21.48,0
416,EQ0135,Loader,1856,80.85,0.283,2.89,42.47,132.5,35.93,0
417,EQ0057,Crusher,2473,102.96,0.45,3.43,44.07,192.8,21.85,0
418,EQ0036,Loader,2676,102.5,0.396,3.2,33.92,156.5,20.49,0
419,EQ0173,Drill,9183,101.64,0.326,3.12,52.66,167.3,27.0,0
420,EQ0020,Crusher,4284,97.98,0.458,3.52,37.26,130.2,20.32,0
421,EQ0065,Haul Truck,8999,96.76,0.37,3.71,39.05,130.0,37.37,0
422,EQ0008,Loader,2497,103.26,0.502,2.37,29.45,89.0,26.62,0
423,EQ0144,Drill,6069,110.39,0.504,2.47,38.45,148.6,8.67,0
424,EQ0142,Crusher,4635,87.38,0.407,2.61,44.26,117.8,29.2,0
425,EQ0115,Loader,6983,103.63,0.444,2.25,46.1,140.8,31.32,1
426,EQ0143,Excavator,8227,94.31,0.465,2.97,52.5,120.9,25.47,0
427,EQ0092,Loader,9268,93.96,0.621,3.3,44.16,128.4,19.86,0
428,EQ0098,Haul Truck,834,82.71,0.478,2.99,42.22,117.4,27.38,0
429,EQ0066,Loader,732,92.72,0.624,2.73,36.43,126.7,25.11,0
430,EQ0032,Crusher,4368,87.02,0.588,3.56,34.71,150.0,22.15,0
431,EQ0191,Crusher,4199,91.29,0.586,3.07,47.76,82.0,21.62,1
432,EQ0086,Loader,3001,86.21,0.708,3.17,47.61,75.2,28.94,0
433,EQ0051,Crusher,1763,91.41,0.332,3.58,31.38,132.8,33.42,0
434,EQ0153,Excavator,5691,91.75,0.429,2.94,45.78,163.2,30.77,0
435,EQ0186,Loader,3972,95.77,0.764,4.03,45.2,170.8,17.63,1
436,EQ0063,Excavator,1154,82.08,0.461,2.78,31.09,83.3,31.69,0
437,EQ0190,Excavator,8672,83.44,0.078,4.0,44.32,107.9,32.63,0
438,EQ0125,Drill,3182,97.9,0.47,2.51,31.6,75.6,36.36,0
439,EQ0150,Loader,8107,88.62,0.52,3.26,20.57,103.5,22.3,0
440,EQ0058,Crusher,9884,103.6,0.107,2.68,38.72,153.7,27.66,0
441,EQ0058,Excavator,4361,96.8,0.7,3.56,42.06,119.6,31.41,0
442,EQ0086,Drill,2489,99.85,0.393,2.76,39.08,108.8,24.83,0
443,EQ0049,Loader,3653,106.29,0.549,3.15,62.94,136.4,31.31,0
444,EQ0180,Loader,5238,92.52,0.466,2.67,43.03,96.1,27.86,0
445,EQ0170,Haul Truck,9499,90.4,0.307,3.47,41.18,167.8,22.92,0
446,EQ0070,Haul Truck,644,101.97,0.339,2.67,43.44,120.2,23.43,0
447,EQ0015,Excavator,3763,99.08,0.36,3.84,36.47,107.9,35.5,0
448,EQ0054,Haul Truck,2339,93.5,0.663,2.5,47.44,137.6,22.02,0
449,EQ0188,Excavator,3873,106.13,0.478,2.33,42.89,148.2,20.99,1
450,EQ0101,Crusher,2727,93.3,0.422,3.48,42.52,167.9,30.07,0
451,EQ0008,Excavator,6718,95.26,0.36,2.7,35.01,113.7,27.82,0
452,EQ0053,Haul Truck,6880,95.17,0.679,3.0,27.49,152.6,20.13,0
453,EQ0060,Crusher,8115,87.52,0.72,2.84,35.99,123.0,24.88,1
454,EQ0108,Haul Truck,3230,95.62,0.678,2.34,42.26,101.7,23.1,0
455,EQ0005,Excavator,196,106.17,0.574,2.96,36.44,96.7,24.15,1
456,EQ0103,Drill,3958,98.56,0.543,3.63,42.33,87.1,43.15,0
457,EQ0196,Loader,2808,95.25,0.318,3.5,38.14,97.7,26.18,0
458,EQ0006,Haul Truck,5497,93.71,0.463,3.12,43.44,153.5,22.71,0
459,EQ0109,Excavator,6252,97.65,0.397,3.56,32.19,141.2,40.13,0
460,EQ0116,Crusher,556,101.0,0.226,2.47,41.54,82.8,33.33,1
461,EQ0094,Haul Truck,6014,99.87,0.659,2.84,34.87,67.6,32.35,0
462,EQ0047,Haul Truck,4468,92.35,0.396,3.2,27.69,86.6,23.0,0
463,EQ0099,Loader,4188,97.6,0.679,2.93,38.68,96.7,35.15,0
464,EQ0055,Excavator,9323,98.84,0.632,2.88,52.29,110.9,32.9,1
465,EQ0168,Drill,8499,86.94,0.584,2.4,28.33,155.2,28.88,0
466,EQ0052,Crusher,2037,96.35,0.592,1.96,40.96,103.6,17.7,0
467,EQ0144,Excavator,1246,77.71,0.408,3.41,46.38,170.4,27.88,0
468,EQ0013,Crusher,5252,98.86,0.779,3.12,58.4,69.6,38.38,0
469,EQ0114,Haul Truck,4399,100.28,0.506,3.45,36.06,109.5,29.32,0
470,EQ0124,Loader,8218,100.98,0.545,2.78,34.94,143.6,25.74,0
471,EQ0106,Loader,8734,91.84,0.403,2.64,30.67,145.4,26.63,0
472,EQ0158,Drill,7859,97.47,0.36,3.0,49.12,109.9,27.04,0
473,EQ0147,Loader,8053,106.39,0.572,3.43,33.06,150.1,23.2,0
474,EQ0145,Haul Truck,4884,106.31,0.533,2.88,37.04,144.4,27.75,0
475,EQ0120,Drill,9124,94.77,0.382,3.4,25.21,99.5,36.66,0
476,EQ0063,Excavator,1561,96.11,0.284,2.5,47.07,129.4,35.98,0
477,EQ0019,Loader,1259,103.89,0.31,2.92,49.27,141.1,23.47,0
478,EQ0092,Drill,486,82.99,0.679,2.96,46.77,101.7,35.66,0
479,EQ0058,Haul Truck,7292,92.42,0.408,3.61,27.16,170.8,32.57,0
480,EQ0183,Crusher,4875,105.68,0.449,3.1,44.86,94.9,31.8,1
481,EQ0090,Crusher,3509,102.8,0.718,3.87,26.62,124.3,30.59,1
482,EQ0117,Haul Truck,789,97.95,0.332,2.33,40.46,82.5,22.42,0
483,EQ0062,Haul Truck,7128,82.95,0.391,3.06,41.64,123.1,25.57,0
484,EQ0023,Crusher,7362,94.6,0.385,3.09,42.48,88.0,33.0,0
485,EQ0127,Drill,5764,90.28,0.743,3.31,44.28,111.2,20.76,0
486,EQ0137,Crusher,6866,97.65,0.799,2.59,39.94,72.4,21.76,0
487,EQ0140,Haul Truck,9461,88.53,0.613,3.84,24.3,144.0,29.84,1
488,EQ0129,Loader,1052,86.79,0.618,3.01,44.28,130.7,23.26,0
489,EQ0058,Excavator,6242,78.48,0.413,2.46,40.78,152.6,32.94,0
490,EQ0122,Loader,6067,104.77,0.792,2.99,32.78,109.6,23.47,1
491,EQ0001,Loader,7305,91.8,0.54,2.84,27.44,154.0,29.47,0
492,EQ0034,Haul Truck,2584,96.26,0.628,4.39,52.32,121.2,29.97,0
493,EQ0096,Crusher,1954,94.98,0.484,3.52,49.85,123.4,25.11,0
494,EQ0126,Drill,3331,86.46,0.46,3.02,45.65,183.4,26.56,0
495,EQ0118,Loader,2697,84.93,0.749,2.94,34.59,105.5,23.92,0
496,EQ0048,Crusher,7929,86.96,0.581,3.48,19.86,156.8,27.89,1
497,EQ0089,Drill,8286,89.21,0.718,3.5,46.12,134.4,22.23,1
498,EQ0117,Loader,4083,97.93,0.538,1.54,42.93,102.8,26.66,1
499,EQ0129,Drill,7063,88.63,0.373,3.32,37.0,80.5,32.49,0
500,EQ0016,Crusher,6784,108.97,0.412,3.01,49.0,89.0,21.18,0
501,EQ0189,Excavator,756,103.22,0.515,2.34,46.78,153.9,25.08,0
502,EQ0192,Crusher,7843,101.47,0.406,3.44,41.41,172.0,31.11,0
503,EQ0191,Haul Truck,6939,94.04,0.334,4.12,40.28,122.7,15.53,0
504,EQ0069,Drill,6412,107.11,0.68,3.28,40.41,124.3,39.13,1
505,EQ0022,Excavator,8038,93.26,0.418,3.55,45.44,143.3,34.27,0
506,EQ0093,Drill,6276,94.75,0.521,3.9,33.14,122.2,18.77,0
507,EQ0195,Drill,3385,96.36,0.544,2.58,43.41,153.0,15.37,0
508,EQ0076,Loader,9877,100.61,0.412,2.07,32.64,128.7,28.18,1
509,EQ0154,Haul Truck,5659,100.1,0.718,3.33,50.69,124.1,21.28,0
510,EQ0144,Drill,3663,91.2,0.332,2.88,44.26,99.0,33.77,0
511,EQ0179,Crusher,4684,90.74,0.539,2.31,34.49,91.6,30.36,0
512,EQ0086,Crusher,4917,100.12,0.537,2.96,40.64,25.2,28.74,0
513,EQ0185,Loader,5141,100.72,0.492,3.36,33.17,157.0,24.58,0
514,EQ0029,Haul Truck,6282,91.85,0.305,2.93,52.03,115.6,37.6,0
515,EQ0069,Haul Truck,8126,82.3,0.631,2.61,52.98,108.0,32.52,0
516,EQ0047,Crusher,3344,93.34,0.612,2.89,45.57,61.4,31.62,0
517,EQ0094,Excavator,1140,99.99,0.399,2.99,52.45,100.8,35.2,1
518,EQ0190,Loader,2373,109.44,0.606,2.04,41.21,96.8,21.89,1
519,EQ0197,Loader,3729,85.42,0.556,2.93,46.11,96.2,35.71,0
520,EQ0144,Crusher,2214,91.59,0.308,2.33,49.8,130.0,26.41,0
521,EQ0176,Crusher,7464,91.88,0.372,3.33,39.95,123.7,30.01,0
522,EQ0085,Excavator,1777,105.85,0.671,2.22,40.57,79.2,27.06,0
523,EQ0039,Excavator,3194,94.72,0.546,3.51,47.47,81.1,16.73,0
524,EQ0100,Haul Truck,9290,87.74,0.415,2.8,45.17,81.0,33.74,0
525,EQ0033,Loader,5973,99.47,0.371,2.73,33.96,174.3,17.05,0
526,EQ0101,Loader,2384,91.76,0.423,3.15,22.51,164.8,22.2,0
527,EQ0023,Crusher,5152,85.2,0.433,2.57,38.6,94.4,25.28,0
528,EQ0010,Haul Truck,7162,87.86,0.373,3.14,23.22,60.7,16.28,0
529,EQ0069,Loader,1689,108.87,0.239,2.63,32.07,123.8,21.4,0
530,EQ0100,Haul Truck,9453,98.07,0.671,2.72,33.01,121.4,29.47,0
531,EQ0034,Haul Truck,2620,95.86,0.646,3.2,35.45,129.5,25.92,0
532,EQ0180,Crusher,4748,93.0,0.309,2.43,46.56,142.2,26.42,0
533,EQ0138,Haul Truck,5829,97.34,0.52,2.37,48.3,133.6,22.51,1
534,EQ0147,Excavator,794,97.24,0.365,3.12,44.07,86.5,28.28,0
535,EQ0186,Excavator,7907,97.34,0.461,2.99,45.06,128.8,26.05,0
536,EQ0096,Drill,3783,95.92,0.448,3.08,45.25,145.6,18.15,0
537,EQ0001,Crusher,6804,101.95,0.436,3.16,20.03,98.3,26.79,0
538,EQ0069,Drill,7468,95.18,0.8,3.03,40.08,129.0,20.55,0
539,EQ0004,Excavator,2071,87.18,0.434,3.3,25.63,103.4,33.39,0
540,EQ0016,Drill,9795,90.1,0.379,3.05,44.07,179.9,25.65,1
541,EQ0024,Crusher,8155,79.17,0.386,2.0,23.26,80.2,43.13,1
542,EQ0080,Crusher,4318,111.21,0.657,2.13,38.56,154.7,33.8,0
543,EQ0002,Haul Truck,1968,101.9,0.252,3.96,44.38,69.9,27.22,0
544,EQ0128,Loader,1771,88.36,0.386,3.0,31.06,173.8,31.48,0
545,EQ0160,Haul Truck,9374,92.75,0.717,3.48,47.69,85.8,15.46,0
546,EQ0084,Crusher,1828,89.9,0.537,2.83,44.05,125.7,33.77,0
547,EQ0152,Excavator,7732,107.34,0.529,2.97,43.05,71.1,23.08,0
548,EQ0140,Excavator,6503,83.64,0.82,2.77,45.58,79.5,28.54,0
549,EQ0178,Haul Truck,6192,95.92,0.537,4.23,37.13,146.9,23.63,0
550,EQ0163,Crusher,2242,94.13,0.394,3.13,41.22,150.8,24.27,0
551,EQ0124,Excavator,9440,101.61,0.458,2.73,40.08,127.2,26.91,0
552,EQ0033,Crusher,6284,94.17,0.33,2.17,39.9,142.2,28.46,1
553,EQ0161,Excavator,6110,80.93,0.688,3.99,34.62,151.3,27.84,0
554,EQ0189,Crusher,353,92.99,0.586,2.92,30.06,99.5,27.99,0
555,EQ0179,Drill,4202,87.22,0.669,3.37,37.31,78.0,18.25,0
556,EQ0171,Crusher,3642,95.64,0.682,3.43,36.86,119.6,41.99,0
557,EQ0101,Crusher,2875,106.47,0.438,2.77,34.11,102.7,29.39,0
558,EQ0012,Haul Truck,7778,81.08,0.358,3.34,46.82,131.7,30.63,0
559,EQ0067,Drill,6312,88.6,0.492,2.7,30.62,136.4,25.96,0
560,EQ0065,Loader,4737,90.58,0.369,2.5,38.63,99.6,22.76,0
561,EQ0161,Haul Truck,6134,91.95,0.525,3.58,49.33,141.1,28.91,0
562,EQ0168,Loader,8557,100.92,0.67,2.92,47.27,139.6,29.74,0
563,EQ0074,Excavator,6576,93.61,0.475,3.26,49.73,141.7,35.81,0
564,EQ0043,Loader,3248,98.33,0.522,3.21,35.27,107.8,40.47,0
565,EQ0044,Crusher,3459,89.99,0.486,3.32,46.27,143.4,36.86,0
566,EQ0029,Loader,1104,96.84,0.62,2.22,31.5,135.6,17.4,0
567,EQ0141,Haul Truck,4817,101.22,0.4,2.71,37.79,139.2,25.24,0
568,EQ0012,Haul Truck,3371,89.14,0.171,2.84,38.55,170.3,30.01,0
569,EQ0095,Loader,309,101.25,0.571,2.58,35.39,129.8,25.6,0
570,EQ0046,Haul Truck,9179,95.42,0.648,3.21,37.11,101.8,27.74,1
571,EQ0130,Haul Truck,5639,103.36,0.567,3.59,36.05,86.7,15.13,0
572,EQ0035,Loader,253,93.39,0.404,3.67,32.14,153.8,33.49,0
573,EQ0081,Drill,3693,98.05,0.33,2.83,46.85,130.7,16.75,0
574,EQ0090,Drill,8706,94.68,0.574,3.15,38.54,170.1,18.57,1
575,EQ0008,Excavator,1384,94.23,0.521,3.22,41.61,59.1,21.91,0
576,EQ0093,Haul Truck,3248,97.07,0.481,3.31,41.31,147.3,27.41,0
577,EQ0154,Loader,868,99.29,0.773,2.56,40.44,112.2,18.26,0
578,EQ0090,Haul Truck,9274,85.0,0.358,3.91,40.74,109.4,21.64,1
579,EQ0162,Crusher,5707,106.47,0.766,3.46,37.56,97.1,34.89,0
580,EQ0115,Haul Truck,3302,80.12,0.505,3.48,51.35,147.0,27.33,0
581,EQ0105,Haul Truck,2887,89.52,0.225,3.6,46.09,138.4,30.6,0
582,EQ0135,Drill,2310,94.25,0.473,3.27,40.15,85.7,20.58,0
583,EQ0196,Loader,9330,98.3,0.644,2.49,36.42,124.9,27.68,0
584,EQ0058,Haul Truck,7499,107.61,0.445,2.93,39.05,141.2,27.18,0
585,EQ0114,Drill,6438,80.13,0.279,2.17,43.34,125.3,23.23,1
586,EQ0075,Excavator,8833,90.94,0.475,3.21,52.0,153.2,27.69,1
587,EQ0157,Drill,458,77.99,0.371,2.92,29.02,111.3,16.65,0
588,EQ0120,Drill,949,95.25,0.574,2.98,45.28,52.4,30.63,0
589,EQ0164,Drill,7598,97.17,0.616,3.6,49.01,125.6,25.6,0
590,EQ0021,Haul Truck,4622,107.73,0.342,2.77,28.11,125.4,26.46,0
591,EQ0164,Haul Truck,2644,95.97,0.394,2.87,38.55,129.3,33.11,0
592,EQ0138,Excavator,1931,103.35,0.613,3.01,31.48,153.2,30.59,0
593,EQ0101,Crusher,1572,99.67,0.371,2.08,43.44,61.4,26.09,0
594,EQ0152,Crusher,9728,91.52,0.338,2.87,37.13,112.8,21.3,1
595,EQ0192,Crusher,429,83.73,0.323,1.76,38.96,92.3,35.97,0
596,EQ0177,Excavator,5951,97.2,0.553,2.71,36.71,83.8,19.96,0
597,EQ0099,Crusher,7132,83.06,0.546,3.43,45.76,117.8,31.78,0
598,EQ0036,Crusher,5366,105.36,0.397,3.22,41.83,141.1,18.42,0
599,EQ0096,Drill,4454,93.7,0.501,2.7,41.85,129.0,33.51,1
600,EQ0152,Haul Truck,6535,104.56,0.729,3.02,41.28,99.4,34.06,0
601,EQ0151,Haul Truck,8078,91.16,0.354,2.46,44.58,115.6,16.52,0
602,EQ0190,Drill,4338,97.15,0.207,3.0,37.9,147.9,30.7,0
603,EQ0037,Drill,6212,96.67,0.568,4.47,53.61,140.5,30.2,0
604,EQ0012,Drill,4822,94.64,0.483,3.92,30.12,103.4,32.22,0
605,EQ0113,Haul Truck,1488,91.54,0.393,3.03,26.19,101.5,30.19,0
606,EQ0183,Crusher,4285,98.14,0.598,3.08,25.53,68.5,22.23,0
607,EQ0013,Drill,9011,87.59,0.626,2.51,23.36,107.1,26.7,0
608,EQ0023,Excavator,3335,85.32,0.169,2.6,45.39,67.9,37.99,0
609,EQ0099,Drill,4676,104.94,0.402,3.18,44.41,182.0,21.35,0
610,EQ0105,Loader,1200,100.82,0.848,2.74,49.66,94.3,29.94,0
611,EQ0030,Drill,8964,95.53,0.588,3.45,31.55,153.3,34.91,0
612,EQ0017,Haul Truck,8808,108.32,0.601,3.78,45.96,174.5,22.06,0
613,EQ0113,Drill,2632,92.86,0.676,3.17,40.45,126.5,19.5,0
614,EQ0062,Loader,7870,105.58,0.503,3.05,41.33,117.0,20.4,0
615,EQ0084,Excavator,3770,96.4,0.62,2.16,45.0,80.3,30.37,1
616,EQ0112,Crusher,881,86.8,0.608,3.37,33.95,104.9,20.35,0
617,EQ0086,Drill,3623,109.78,0.581,2.43,60.7,168.1,27.19,0
618,EQ0141,Loader,6231,102.93,0.452,2.79,50.66,130.5,36.23,0
619,EQ0187,Loader,4882,94.03,0.526,3.48,35.75,120.9,27.69,0
620,EQ0019,Excavator,9881,100.82,0.412,3.51,31.27,159.4,23.33,1
621,EQ0177,Haul Truck,5095,91.77,0.502,2.77,39.3,140.9,28.75,0
622,EQ0100,Drill,1601,101.63,0.325,2.8,41.46,115.6,27.59,0
623,EQ0140,Loader,3180,75.87,0.381,2.65,48.52,126.5,30.72,0
624,EQ0189,Excavator,9368,86.84,0.458,2.4,30.65,97.0,37.71,1
625,EQ0147,Crusher,9392,102.83,0.358,2.68,42.28,103.2,30.38,0
626,EQ0076,Loader,602,93.0,0.424,2.19,27.77,113.8,40.2,0
627,EQ0009,Excavator,9631,96.66,0.475,3.34,43.49,136.7,30.73,0
628,EQ0199,Haul Truck,3985,84.23,0.56,3.2,39.14,82.6,23.4,1
629,EQ0028,Haul Truck,8109,109.78,0.642,3.28,55.49,122.3,41.73,0
630,EQ0128,Loader,723,104.52,0.43,2.52,27.63,108.3,27.25,0
631,EQ0052,Loader,1150,93.39,0.7,2.4,50.96,93.0,21.67,0
632,EQ0083,Drill,7485,91.76,0.641,3.03,26.37,108.5,41.94,0
633,EQ0111,Excavator,6181,103.24,0.576,3.03,29.38,50.4,23.6,0
634,EQ0144,Loader,5584,110.86,0.523,2.93,26.58,97.3,23.37,1
635,EQ0117,Drill,3872,102.63,0.548,2.86,42.0,87.0,24.69,0
636,EQ0069,Drill,4016,112.37,0.678,3.86,30.61,111.6,28.99,0
637,EQ0099,Loader,4118,87.62,0.684,3.21,29.21,51.6,33.59,0
638,EQ0140,Haul Truck,1429,88.44,0.7,3.99,41.62,125.7,12.11,0
639,EQ0025,Excavator,4214,85.49,0.506,3.63,43.61,147.3,33.56,0
640,EQ0180,Excavator,3467,98.53,0.583,3.85,40.32,116.5,24.67,0
641,EQ0123,Haul Truck,8195,96.4,0.702,2.46,38.7,135.0,25.52,0
642,EQ0053,Loader,5241,93.78,0.406,3.3,54.63,104.6,38.29,0
643,EQ0151,Excavator,4051,101.47,0.452,2.78,41.17,73.4,29.28,0
644,EQ0144,Loader,5184,104.86,0.502,2.17,46.45,120.1,30.69,0
645,EQ0057,Loader,1673,82.79,0.635,3.75,41.14,140.4,27.71,0
646,EQ0039,Drill,2734,90.22,0.637,2.85,31.22,80.3,32.58,0
647,EQ0109,Haul Truck,2868,101.56,0.465,2.47,44.4,106.0,37.71,0
648,EQ0181,Loader,5402,91.26,0.274,2.79,34.75,112.6,13.15,0
649,EQ0042,Crusher,6350,88.61,0.537,2.6,39.27,205.5,34.51,0
650,EQ0186,Haul Truck,1311,103.15,0.362,2.65,42.44,126.7,37.28,0
651,EQ0167,Excavator,9067,84.68,0.277,2.89,24.47,62.8,31.01,1
652,EQ0142,Drill,6055,92.59,0.31,3.87,27.12,55.4,23.94,0
653,EQ0122,Excavator,1260,97.63,0.549,2.67,47.28,141.9,21.09,0
654,EQ0133,Excavator,6077,90.41,0.704,3.83,34.69,194.6,42.17,0
655,EQ0163,Haul Truck,7141,101.27,0.506,3.42,35.07,111.6,22.57,0
656,EQ0075,Excavator,2483,90.45,0.532,3.2,41.33,109.8,37.11,0
657,EQ0146,Loader,5976,106.27,0.677,3.37,36.91,132.9,30.34,1
658,EQ0076,Excavator,3640,93.99,0.268,3.01,43.34,96.1,40.27,0
659,EQ0009,Drill,4735,100.37,0.578,3.64,39.59,43.7,26.09,0
660,EQ0074,Drill,1195,100.97,0.498,3.28,41.59,151.1,18.35,0
661,EQ0186,Crusher,6001,89.98,0.585,2.17,34.39,101.6,28.01,0
662,EQ0145,Drill,8315,78.57,0.427,3.15,41.55,151.5,19.08,0
